check_id	result	detail	artifact
BL067-L2-reload	PASS	reload contract text found in /Users/artbox/Documents/Repos/LocusQ-bl073-verify/Documentation/plans/bl-067-auv3-app-extension-lifecycle-and-host-validation-spec-2026-03-01.md	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/lifecycle_transitions.tsv
BL067-L3-suspend_resume	PASS	suspend_resume contract text found in /Users/artbox/Documents/Repos/LocusQ-bl073-verify/Documentation/plans/bl-067-auv3-app-extension-lifecycle-and-host-validation-spec-2026-03-01.md	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/lifecycle_transitions.tsv
BL067-L4-state_restore	PASS	state_restore contract text found in /Users/artbox/Documents/Repos/LocusQ-bl073-verify/Documentation/plans/bl-067-auv3-app-extension-lifecycle-and-host-validation-spec-2026-03-01.md	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/lifecycle_transitions.tsv
BL067-P1-auv3_vs_au	PASS	AUv3_vs_AU contract text found in /Users/artbox/Documents/Repos/LocusQ-bl073-verify/Documentation/plans/bl-067-auv3-app-extension-lifecycle-and-host-validation-spec-2026-03-01.md	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/parity_regression.tsv
BL067-P2-auv3_vs_vst3	PASS	AUv3_vs_VST3 contract text found in /Users/artbox/Documents/Repos/LocusQ-bl073-verify/Documentation/plans/bl-067-auv3-app-extension-lifecycle-and-host-validation-spec-2026-03-01.md	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/parity_regression.tsv
BL067-P3-auv3_vs_clap	PASS	AUv3_vs_CLAP contract text found in /Users/artbox/Documents/Repos/LocusQ-bl073-verify/Documentation/plans/bl-067-auv3-app-extension-lifecycle-and-host-validation-spec-2026-03-01.md	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/parity_regression.tsv
BL067-P4-no_host_name_branching	PASS	host_name_branching_contract contract text found in /Users/artbox/Documents/Repos/LocusQ-bl073-verify/Documentation/adr/ADR-0017-auv3-app-extension-boundary-and-lifecycle-contract.md	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/parity_regression.tsv
BL067-P5-cmake_core_formats_present	PASS	CMake includes AU and VST3 format contracts	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/CMakeLists.txt
BL067-P6-cmake_clap_gate_present	PASS	CMake includes CLAP gate for parity checks	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/CMakeLists.txt
BL067-C1-contract_mode	PASS	contract-only mode completed (todo_rows=0)	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/status.tsv
lane_result	PASS	mode=contract_only;run=1;failures=0	/Users/artbox/Documents/Repos/LocusQ-bl073-verify/TestEvidence/bl073_truthfulness_20260303T005655Z/run_1/BL067_contract_only/status.tsv
